XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	ExternalEvaluation	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
5593	100000518	2017-10-04	10	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
5595	100000518	2017-10-12	10	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
5634	100000519	2017-09-28	9	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
5636	100000519	2017-10-06	10	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
5657	100000522	2017-06-15	6	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
5660	100000522	2017-07-26	7	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
5666	100000522	2017-10-04	10	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
5669	100000522	2017-11-15	11	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
5672	100000522	2017-12-27	12	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
5673	100000523	2017-05-11	5	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
5733	100000526	2017-07-03	7	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
5748	100000526	2017-08-24	8	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
5796	100000531	2017-11-16	11	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
5805	100000532	2017-07-25	7	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
5824	100000533	2017-06-16	6	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
5828	100000533	2017-07-21	7	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
5855	100000540	2017-10-26	10	1	0	0	Employee 5	Team 8				 	 	 	 	 	 	 
5885	100000541	2017-07-04	7	1	0	0	Employee 5	Team 8				 	 	 	 	 	 	 
5920	100000541	2017-10-26	10	1	0	0	Employee 5	Team 8				 	 	 	 	 	 	 
5960	100000543	2017-07-04	7	1	0	0	Employee 5	Team 8				 	 	 	 	 	 	 
5995	100000543	2017-10-26	10	1	0	0	Employee 5	Team 8				 	 	 	 	 	 	 
6034	100000545	2017-07-03	7	1	0	0	Employee 5	Team 8				 	 	 	 	 	 	 
6144	100000547	2017-10-26	10	1	0	0	Employee 5	Team 8				 	 	 	 	 	 	 
6166	100000550	2017-07-03	7	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
6203	100000551	2017-07-03	7	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
6239	100000552	2017-07-03	7	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
6407	100000559	2017-07-03	7	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
6517	100000564	2017-07-04	7	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
6520	100000567	2017-06-07	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6523	100000567	2017-07-06	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6544	100000568	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6545	100000568	2017-06-12	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6546	100000568	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6548	100000568	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6549	100000568	2017-07-10	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6552	100000568	2017-07-31	8	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6559	100000568	2017-09-18	9	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6561	100000568	2017-10-02	10	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6581	100000569	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6582	100000569	2017-06-12	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6583	100000569	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6585	100000569	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6618	100000570	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6619	100000570	2017-06-12	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6620	100000570	2017-06-19	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6622	100000570	2017-07-03	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6626	100000570	2017-07-31	8	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6656	100000575	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6657	100000575	2017-06-07	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6658	100000575	2017-06-14	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6660	100000575	2017-06-28	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6662	100000575	2017-07-06	7	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6680	100000575	2017-10-18	10	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
6709	100000591	2017-05-02	5	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
6721	100000595	2017-07-06	7	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
6723	100000595	2017-08-03	8	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
6724	100000595	2017-08-17	8	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
6725	100000595	2017-08-31	9	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
6727	100000595	2017-09-28	9	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
6729	100000595	2017-10-26	10	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
6815	100000604	2017-07-03	7	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
6850	100000606	2017-07-03	7	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
6886	100000607	2017-07-03	7	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
6920	100000608	2017-06-19	6	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
6922	100000608	2017-07-03	7	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
6923	100000616	2017-05-05	5	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
6924	100000616	2017-05-12	5	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
6925	100000616	2017-05-19	5	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
6926	100000616	2017-05-26	5	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
7107	100000626	2017-09-29	9	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
7312	100000639	2017-05-05	5	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7314	100000639	2017-05-15	5	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7316	100000639	2017-05-26	5	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7319	100000639	2017-06-16	6	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7322	100000639	2017-06-27	6	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7323	100000639	2017-06-30	6	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7324	100000640	2017-05-02	5	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7350	100000642	2017-07-03	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7371	100000642	2017-11-06	11	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7407	100000643	2017-10-18	10	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7430	100000645	2017-06-20	6	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7432	100000645	2017-07-03	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7461	100000645	2017-12-18	12	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7550	100000688	2017-06-13	6	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
7572	100000692	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
7587	100000693	2017-05-31	6	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
7588	100000693	2017-06-07	6	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
7592	100000693	2017-06-28	6	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
7610	100000693	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
7642	100000694	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
7678	100000695	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
7720	100000704	2017-07-03	7	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
7722	100000704	2017-07-17	7	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
7736	100000704	2017-10-16	10	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
7827	100000714	2017-07-03	7	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
7886	100000718	2017-06-07	6	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
7888	100000718	2017-06-21	6	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
7889	100000718	2017-06-28	6	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
7890	100000721	2017-05-02	5	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
7891	100000721	2017-05-09	5	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
7902	100000722	2017-07-03	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7904	100000722	2017-07-18	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7907	100000722	2017-08-08	8	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7913	100000722	2017-09-19	9	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7914	100000722	2017-09-26	9	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7930	100000723	2017-06-05	6	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
7932	100000723	2017-07-03	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8040	100000729	2017-08-03	8	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8061	100000729	2017-12-13	12	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8064	100000729	2017-12-27	12	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8074	100000730	2017-06-28	6	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8162	100000733	2017-09-25	9	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8175	100000733	2017-12-18	12	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8187	100000734	2017-07-03	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8190	100000734	2017-07-17	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8191	100000734	2017-07-21	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8193	100000734	2017-08-04	8	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8197	100000734	2017-08-19	8	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8203	100000734	2017-09-25	9	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8206	100000734	2017-10-09	10	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8208	100000734	2017-10-14	10	1	0	0	Employee 18	Team 13		51.68899999999999		 	 	underdue	 	 	underdue	 
8210	100000734	2017-10-27	10	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8250	100000735	2017-11-22	11	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8254	100000735	2017-12-13	12	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8269	100000736	2017-07-21	7	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
8280	100000736	2017-09-25	9	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
8282	100000736	2017-10-06	10	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
8332	100000738	2017-09-25	9	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
8368	100000739	2017-06-08	6	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
8390	100000739	2017-11-13	11	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
8406	100000770	2017-06-19	6	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
8409	100000770	2017-07-03	7	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
8425	100000770	2017-10-04	10	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
8469	100000779	2017-05-26	5	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
8472	100000779	2017-06-16	6	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
8473	100000779	2017-06-23	6	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
8474	100000779	2017-06-30	6	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
8484	100000789	2017-07-04	7	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
8548	100000802	2017-07-03	7	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
8588	100000803	2017-07-04	7	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
8630	100000805	2017-07-28	7	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
8633	100000805	2017-08-15	8	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
8665	100000806	2017-10-20	10	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
8671	100000807	2017-05-02	5	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
8681	100000807	2017-07-04	7	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
8684	100000807	2017-07-25	7	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
8689	100000807	2017-08-22	8	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
8766	100000811	2017-08-16	8	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
8786	100000811	2017-12-19	12	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
8791	100000812	2017-05-12	5	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
8797	100000812	2017-06-23	6	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
8932	100000827	2017-06-28	6	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
8958	100000827	2017-11-28	12	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
9113	100000846	2017-06-30	6	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9114	100000846	2017-07-07	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9131	100000846	2017-10-29	11	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9180	100000848	2017-07-10	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9182	100000848	2017-07-17	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9187	100000848	2017-08-21	8	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9221	100000849	2017-07-03	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9223	100000849	2017-07-10	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9225	100000849	2017-07-17	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
9298	100000852	2017-07-11	7	1	0	0	Employee 43	Team 1				 	 	 	 	 	 	 
9397	100000859	2017-07-03	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
9474	100000862	2017-07-07	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
9684	100000878	2017-07-13	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9721	100000879	2017-07-03	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9760	100000880	2017-07-03	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9764	100000880	2017-07-13	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9784	100000880	2017-09-13	9	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9827	100000881	2017-07-03	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9899	100000884	2017-05-22	5	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9906	100000884	2017-07-07	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9945	100000885	2017-06-28	6	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9947	100000885	2017-07-11	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
9984	100000886	2017-07-04	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
10111	100000892	2017-12-05	12	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
10144	100000894	2017-12-05	12	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
10145	100000894	2017-12-11	12	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
10159	100000895	2017-07-03	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
10187	100000895	2017-12-05	12	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
10201	100000896	2017-06-30	6	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
10202	100000896	2017-07-07	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
10220	100000896	2017-10-29	11	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
10335	100000902	2017-07-03	7	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
10482	100000908	2017-05-03	5	1	0	0	Employee 42	Team 1				 	 	 	 	 	 	 
10631	100000916	2017-07-11	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10632	100000916	2017-07-18	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10638	100000916	2017-08-29	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10641	100000916	2017-09-19	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10642	100000916	2017-09-26	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10643	100000916	2017-10-03	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10645	100000916	2017-10-17	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10650	100000916	2017-11-21	11	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10652	100000916	2017-11-28	12	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10661	100000918	2017-08-30	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10662	100000918	2017-09-13	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10663	100000918	2017-09-27	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10665	100000918	2017-10-25	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10667	100000918	2017-11-22	11	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10669	100000918	2017-12-20	12	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10678	100000919	2017-10-25	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10680	100000919	2017-11-22	11	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10721	100000924	2017-07-03	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10774	100000929	2017-07-21	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10780	100000929	2017-09-01	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10782	100000929	2017-09-15	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
10852	100000936	2017-07-03	7	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11041	100000943	2017-05-04	5	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11042	100000943	2017-05-11	5	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11043	100000943	2017-05-18	5	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11044	100000943	2017-05-25	5	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11047	100000943	2017-06-15	6	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11048	100000943	2017-06-22	6	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11049	100000943	2017-06-29	6	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11050	100000943	2017-07-06	7	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11053	100000943	2017-07-27	7	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11054	100000943	2017-08-03	8	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11055	100000943	2017-08-10	8	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11058	100000943	2017-08-31	9	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11059	100000943	2017-09-07	9	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11060	100000943	2017-09-14	9	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11062	100000943	2017-09-28	9	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11063	100000943	2017-10-05	10	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11065	100000943	2017-10-19	10	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11066	100000943	2017-10-26	10	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11068	100000943	2017-11-09	11	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11069	100000943	2017-11-16	11	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11070	100000943	2017-11-23	11	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11071	100000943	2017-11-30	12	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11074	100000943	2017-12-21	12	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11075	100000943	2017-12-28	12	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11122	100000945	2017-07-03	7	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11241	100000950	2017-08-10	8	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11277	100000953	2017-09-22	9	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
11291	100000954	2017-07-04	7	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
11353	100000956	2017-07-03	7	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11364	100000958	2017-07-03	7	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
11658	100000975	2017-10-06	10	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
11682	100000976	2017-07-03	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
11713	100000979	2017-05-10	5	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
11718	100000979	2017-06-14	6	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
11721	100000980	2017-05-02	5	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
11722	100000981	2017-07-11	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
11724	100000984	2017-05-03	5	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11725	100000984	2017-05-10	5	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11727	100000984	2017-05-17	5	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11731	100000984	2017-06-14	6	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11732	100000984	2017-06-21	6	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11733	100000984	2017-06-28	6	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11734	100000984	2017-07-05	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11735	100000984	2017-07-12	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11736	100000984	2017-07-19	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11737	100000984	2017-07-26	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11741	100000984	2017-08-23	8	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11742	100000984	2017-08-30	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11744	100000984	2017-09-13	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11745	100000984	2017-09-20	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11746	100000984	2017-09-27	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11747	100000984	2017-10-04	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11749	100000984	2017-10-18	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11750	100000984	2017-10-25	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11751	100000984	2017-11-01	11	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11754	100000984	2017-11-22	11	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11755	100000984	2017-11-29	12	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11757	100000984	2017-12-13	12	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11758	100000984	2017-12-20	12	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
11761	100000985	2017-07-12	7	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11762	100000985	2017-07-19	7	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11763	100000985	2017-07-26	7	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11765	100000985	2017-08-09	8	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11766	100000985	2017-08-16	8	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11767	100000985	2017-08-23	8	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11768	100000985	2017-08-30	9	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11772	100000985	2017-09-27	9	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11775	100000985	2017-10-18	10	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11776	100000985	2017-10-25	10	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11777	100000985	2017-11-01	11	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11780	100000985	2017-11-22	11	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11783	100000985	2017-12-22	12	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
11798	100000986	2017-09-22	9	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
11896	100000992	2017-05-12	5	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
11933	100000992	2017-09-15	9	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
12025	100000994	2017-07-10	7	1	0	0	Employee 44	Team 1				 	 	 	 	 	 	 
12059	100000994	2017-10-20	10	1	0	0	Employee 44	Team 1				 	 	 	 	 	 	 
12084	100000995	2017-05-19	5	1	0	0	Employee 44	Team 1				 	 	 	 	 	 	 
12100	100000995	2017-07-07	7	1	0	0	Employee 44	Team 1				 	 	 	 	 	 	 
12121	100000995	2017-09-19	9	1	0	0	Employee 44	Team 1				 	 	 	 	 	 	 
12156	100000998	2017-07-03	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
12204	100001003	2017-07-03	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
12207	100001003	2017-07-25	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
12208	100001003	2017-08-01	8	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
12209	100001003	2017-08-08	8	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
12278	100001008	2017-06-08	6	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
